Topic,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,Count,msCount,uriCount
238,المكي,يلقب,الشيبي,الحجبي,العبدري,القرشي,بالجمال,المعروف,بالشهاب,مفرج,62,51,7
239,تجبر,رحمه,الامه,رحمهم,الجامع,الصغير,رحمهما,السرخسي,الروايه,روايه,62,60,20
240,النكاح,الوط,الاستبرا,للاول,النسب,احصانه,يستبرها,وطها,يطاها,استبرا,62,58,19
241,ايه,سوره,وسوره,تفسير,الاعراف,البقره,ديوانه,الماده,مر,القرطبي,61,56,20
242,واخبرني,سل,الطنبور,حدثهم,الطبل,الاسكافي,فاكسره,اخبرني,مكشوفا,ايكسره,60,51,17
243,الزعفراني,بمكه,الاصبهاني,البصري,عيينه,زياد,الصباح,املا,الزهري,سفيان,60,59,13
244,فاسرها,يسرق,يبدها,سرق,مكانا,اخ,شر,انتم,تصفون,فقد,60,56,49
245,المستحاضه,طهرت,الحاض,تغتسل,اتحاف,صلت,الدم,وتصلي,غسلا,الحيض,60,50,9
246,نظيرتها,الاعراف,الانعام,الاسرا,هود,الزمر,البقره,الانفال,الماده,طه,60,46,31
247,بفتح,التحتانيه,مصغر,المهمله,وسكون,المعجمه,والمهمله,بكسر,وخفه,وبالنون,59,59,9
248,الفتوي,الهدايه,الاصح,اه,الظهيريه,المحيط,الشرنبلالي,الدرايه,القدير,المبسوط,59,57,10
249,جز,الايه,البقره,الايتين,الانعام,التوبه,الاعراف,الماده,التيسير,ال,59,46,1
250,بالناس,فليصل,انكن,مروا,صواحب,مقامك,فامروا,اسيف,لحفصه,لانتن,59,57,51
251,فاستفتح,جبريل,عرج,معك,فرحب,ففتح,فقيل,بخير,السما,شطر,58,54,51
252,قراه,اخبركم,وخمسمه,اسمع,وخمسماه,الارموي,القادر,تسمع,وخمس,انبا,58,43,43
253,اخبرتهم,ابنا,فاطمه,الطبراني,ريذه,الجوزدانيه,الصيدلاني,وفاطمه,انبا,باصبهان,58,56,16
254,كادش,بوش,الجازري,العز,اسعد,الشيباني,اخبرنا,خليل,القزاز,الكندي,58,57,13
255,سقط,والمثبت,الاصل,لاحظ,انظر,ساقطه,المعقوفتين,للامدي,النسخ,المحصول,58,57,26
256,وشمس,والشيخ,والتقي,حجي,الحجاوي,مفلح,والشهاب,والعز,الكفيري,الشراحي,57,56,24
257,ولازم,الرومي,وبحث,البلقيني,الفقه,الزين,واخذ,الهمام,الشمس,والعلا,57,55,14
258,هدينا,فضلنا,ولوطا,واليسع,واجتبيناهم,واخوانهم,والياس,وكلا,وهديناهم,وذرياتهم,57,55,50
259,رحمهم,المقاله,النظر,فثبت,والقياس,الباب,ذكرنا,ذهبوا,يومها,ونظرا,57,57,4
260,الفاضل,الاسلوب,مرسومنا,مستصحب,صلاح,ديارها,المستعصميه,باذيال,النبوي,وابدي,57,57,25
261,مولاهم,المصيصي,اخرجه,طريق,الازدي,تقدم,مسلم,اسناده,صحيحه,البصري,57,33,6
262,بضاعه,ابق,واسروه,اخوته,فاشتروه,الرفقه,لنبيعه,وقالوا,اشتريناه,باعوه,56,53,47
263,ويل,الجنه,تزنيان,فبما,بحقدهم,فاجه,تفجاه,ويمهل,الفنن,برياض,56,55,41
264,ومات,وفاه,ومولده,ناب,وتوفي,رابع,الحنفي,فاضلا,سادس,ثالث,56,53,14
265,الثقات,وذكره,خلفون,الرواه,حبان,ذكره,ثقه,الطبقه,عياض,لمح,56,55,19
266,سمره,خبيب,جندب,احاديث,فذكر,خالد,بهذا,البزار,نعلم,سليمان,56,55,5
267,حزام,حكيم,عصمه,حدثه,ماهك,يحرم,بيوعا,يحل,ابتاع,الدستواي,55,43,37
268,وعياش,والمستضعفين,انج,وطاتك,وسلمه,اللهم,اشدد,مضر,واجعلها,كسني,55,47,39
269,اجر,الاجر,حريفا,الصانع,باجر,فالقول,الثوب,عملته,والوضيعه,يجاوز,55,54,20
270,الطبراني,وفيه,رواه,الاوسط,ورجاله,البزار,السمتي,ضعيف,الكبير,وعن,55,54,6
271,وبنات,العجارده,الميمونيه,البنات,الاخوه,والاخوات,بنات,الخوارج,الولدان,نكاح,55,51,48
272,اي,رحمه,الخلاف,وقالا,القدوري,وبه,رحمهما,قولهما,استحسان,روايه,54,54,2
273,وضاح,اسمع,شيبه,عتاب,خلف,قر,وانا,ثنا,انبا,الاقرع,54,52,11
274,فخطب,يبايع,استعمله,لكي,الحجاز,ابلغك,ماهك,فجعل,اساطير,معاويه,54,53,41
275,سام,يوشع,عمليق,لاوذ,الريان,عملاق,راشف,لاوي,فرعون,نوح,54,52,35
276,فحدثنا,فاخبرنا,منذر,انبا,واما,واسد,البزاز,فقرات,حديث,بشر,53,49,3
277,الرسال,الانضاج,طافتهم,وكذبهم,الكرمه,السقاه,والنقله,نصف,يشيك,الملاك,53,53,36
278,الريان,ملك,دارم,العملاقي,اليهود,العمالقه,بعده,النصاري,سبط,هيردوس,53,49,24
279,ومنه,سوره,يعني,بمعني,تعالي,وكقوله,كقوله,قوله,الرابع,الثالث,53,51,9
280,ذريته,ذريه,وايوب,وزكريا,نجزي,وهارون,وسليمان,وموسي,وعيسي,المحسنين,53,51,49
281,السعايه,نصيبه,المعتق,سعايه,موسرا,معسرا,يتجزا,الاعتاق,عتق,المدبر,53,50,13
282,بالكسر,بالضم,محدثون,محدث,محركه,معرب,وع,والش,بالفتح,وه,53,52,15
283,خللا,اكلني,العلج,الصفين,قتلني,استووا,طعنه,طرفين,بسكين,فكبر,52,51,42
284,وامثاله,بالاستفاضه,بمخلوق,قبر,يصلون,كابي,خلفهم,القبور,تزورها,القدري,52,50,16
285,زوج,عاشه,الكسوف,انام,انها,التطوع,اخبرتها,اخبرته,انفري,عنها,52,52,14
286,وابي,الكوفي,البصري,مولاهم,الراسي,الهمداني,نزيل,الطنافسي,الواسطي,المدني,52,48,1
287,هدينا,ذريته,ووهبنا,نجزي,ونوحا,وهارون,وايوب,المحسنين,وزكريا,كلا,52,47,46
288,السما,السادسه,الخامسه,السابعه,الرابعه,الثالثه,وادريس,الثانيه,وعيسي,وهارون,51,44,37
289,كاسب,باس,بشيخنا,ثقه,صدوق,الغراب,توصيني,خراش,ثقاتهم,وعمن,51,49,22
290,الما,ينجس,نجس,المستعمل,معفو,الدم,الثوب,النجاسه,ينجسه,التوض,51,45,18
291,يضع,الدارقطني,حبان,الطريق,متروك,الاحتجاج,كذاب,وضعه,يكذب,انتهي,51,48,17
292,لادم,السجود,سجود,سجدا,وخروا,تحيه,وتحيه,بالسجود,كسجود,لله,51,47,42
293,الحرمين,الجويني,تفقه,واربع,والانقطاع,امام,والسدد,واربعماه,وسلك,وتفقه,51,50,37
294,وصلها,وروايه,الملف,وصله,ومتابعه,روايه,الزهريات,وحديث,الاسماعيلي,ارها,51,44,11
295,بصيره,اتبعني,سبيلي,ادعو,قل,وسبحان,مشركون,المشركين,اتباعه,اكثرهم,51,48,41
296,التصديق,بممن,الايمان,بمصدق,صادقين,لنا,انت,اللغه,والايمان,ممنا,51,45,45
297,فقرا,زلزلت,فسجد,وحزني,نشيج,بثي,اشكو,بالنجم,الصفوف,بسوره,50,46,35
298,الدام,عساكر,خطيب,وزينب,النشتبري,الهادي,مردا,الواني,المزي,بنت,50,49,19
299,اخنه,ليعلم,وراودته,بيتها,بالغيب,وغلقت,الظالمون,مثواي,يفلح,يواقعها,50,48,37
300,البغداذي,وليد,النفزي,خيرون,غانم,خاله,الاديب,المخزومي,ملفه,دريد,50,45,5
301,الشهود,الفروع,ضمنوا,الاصول,اشهدناهم,ضمان,شهادتهما,غابوا,بشهاده,الاصلين,50,46,17
302,الابل,ماتا,الحلل,بقره,البقر,حله,الديه,الورق,الشا,الاف,50,48,46
303,ويزيد,بخ,سي,ويونس,ويحيي,ويعلي,وابي,ويوسف,خت,ومورق,50,49,2
304,وممن,يحك,معبد,ذكرناه,بذلك,منهم,يشدها,شعيب,ابيه,وعن,50,47,4
305,النفقه,نفقه,الاحتباس,الزوج,التسليم,حجت,مرضت,تجب,الجماع,الرتقا,50,45,18
306,اللهم,نج,انج,المستضعفين,اجعلها,وطاتك,اشدد,كسني,مضر,تراهم,50,47,43
307,الاصم,الحرشي,الحيري,بنيسابور,علان,ابنا,الكرجي,معقل,باصبهان,العطاردي,50,46,33
308,الشيطان,فانساه,انسي,ربه,اذكرني,فلبث,الساقي,انساه,ربك,السجن,50,49,47
309,العطيه,اولادكم,مفضلا,لفضلت,فارغه,اسلف,ساووا,سووا,مسمي,التسويه,49,47,38
310,صحبه,سواد,جرجان,انسه,الصحابه,طريفه,فيمن,مقرن,الاجذوم,ريه,49,49,33
311,باخيكم,تاتوني,ابيكم,ترون,رهينه,تقربون,باخ,يعرفنا,المنزلين,الكيل,49,47,43
312,الاصم,الطبقه,الصاعديه,والزيادي,والسيد,والمشهورين,اصحاب,واربع,البزدوي,مستور,49,49,27
313,شاتان,الغلام,حفصه,الجاريه,خثيم,ماهك,العقيقه,اخبرتها,شاه,نعق,49,46,34
314,انبا,القابسي,اسمع,عتاب,السكن,ثنا,قرانا,حاتم,وانا,اسد,49,47,3
315,نعلمه,نعلم,الاسناد,الوجه,يروي,ذر,بهذا,ومما,اسنادا,وهذا,49,46,3
316,لابي,المتوفي,مسال,رسال,مطبوع,للحافظ,للامام,عبدالبر,الاضداد,اعراب,49,40,26
317,الايه,سوره,الايتان,اقف,البقره,ديوانه,الناصريات,الاعراف,هود,الانعام,48,43,22
318,التيمم,بالتراب,غبار,والرمل,الصعيد,تراب,والزرنيخ,صعيدا,التراب,طيبا,48,44,44
319,وطبقتهم,وخلقا,الرزازين,بسعيد,يرويه,الاردبيلي,وصنف,واحمد,ومسجده,الميانجي,48,46,19
320,فلها,مهر,خدمته,نفسها,النكاح,الصداق,لها,المهر,مثلها,الدخول,48,48,31
321,الاهدل,واروي,الاركاني,العسقلاني,البابلي,السيد,العلامه,الغيطي,عابدين,المفتي,48,34,8
322,سوطا,التعزير,يبلغ,وسبعون,جلده,تسعه,الحدود,يتجاوز,اكثره,ليلي,48,47,41
323,وخلق,وعنه,وهشام,ومروان,والوليد,وعبد,وغيرهم,واخرون,زرعه,ثقه,48,48,12
324,ويزيد,ويعلي,ويحيي,مولي,ونافع,حاطب,ويونس,هرمز,وابو,ويوسف,48,48,15
325,الخواص,ادهم,الحلال,الورد,وحذيفه,اسباط,استفوا,المرعشي,ووهيب,وهيب,48,46,33
326,در,از,است,كه,را,كرد,نيز,شود,اين,باشد,48,42,11
327,الحقيقه,المجاز,الراجح,المرجوحه,والمجاز,حقيقه,والحقيقه,مجاز,لرجحانه,راجح,48,39,30
328,مسجدا,خرب,واستغني,المسجد,استغني,يعود,مسجد,ويصرف,ملكه,عمارته,47,39,17
329,نعلمه,البزار,نعلم,بهذا,الاسناد,وادناك,يروي,يلونهم,سياه,اللفظ,47,47,5
330,الايذجي,حدث,الحرامي,روي,طرسوس,بالرافقه,بانطاكيه,الطلاس,الرماني,بالمصيصه,47,45,22
331,وماتين,وماه,وفيها,فرباهم,وثمانين,مقابر,يتيمين,بقيتا,ببغداد,ست,47,47,31
332,توقيع,ضمه,والبلاغه,بحضره,وفقهه,باللسن,الرشيد,موجب,الفصاحه,وزارته,47,46,30
333,اولم,فننحر,فناكل,فتقسم,صفيه,مكانكم,بايعوني,جزورا,بمدين,نساه,47,47,16
334,انشدني,لنفسه,انشدنا,وانشدني,الاديب,الشعر,اللعبيه,الخفيف,احتراف,الهمامي,47,46,21
335,العمد,قود,يقتل,عمد,شبه,القود,بحجر,القتل,القصاص,عمدا,47,45,35
336,نفسها,الولي,كفو,تزويجها,الاعتراض,زوجت,للولي,وليها,العصبات,مهر,47,45,28
337,وعشرون,جذعه,العمد,مخاض,لبون,وخمس,حقه,شبه,وثلاثون,ارباعا,46,45,40
338,الموطا,والقعنبي,وسويد,مصعب,الجوهري,رقم,ومعن,بكير,وابن,التمهيد,46,44,6
339,الصفحه,الجز,الدارقطني,رقم,بهلول,ضعيف,بالقوي,بقوي,جدي,حديث,46,40,3
340,قطع,المجني,المقتص,ديه,الجاني,عفا,الجنايه,عمدا,يده,يد,46,45,24
341,المعمري,اللحنه,كتبنا,الاعين,وصليت,اغتسلت,توسط,شاذه,اخراج,ويجتمع,46,45,32
342,القس,الهندسه,اقليدس,الطب,يوحنا,كناش,كتاب,ارسطوطاليس,توليت,اصلاحه,46,46,20
343,تمر,اللبن,صاعا,معها,صاع,يردها,ردها,ليلي,المصراه,حلبها,46,43,38
344,ثلثاه,عصير,الخمر,العنب,اسكر,بالزبد,الزبيب,طبخ,حرام,ونقيع,46,42,30
345,فارسلوا,واردهم,سياره,دلوه,وجات,فادلي,بشري,مدين,الجب,غلام,46,40,40
346,السما,بي,صعد,عرج,فوجدت,فرحب,بخير,الثالثه,الرابعه,فاذا,46,44,41
347,يستتاب,الزنديق,المرتد,يقتل,توبته,والزنديق,الساحر,استتابه,الحرم,المقتص,46,43,24
348,حزام,ابيعه,ياتيني,عندك,تبع,عندي,يسالني,حكيم,ماهك,السوق,46,40,35
349,وسبعماه,ودفن,العلامه,بالصالحيه,الانبابي,جمال,بمقبره,توفي,برحمته,لزاويه,46,45,25
350,العشر,الخراج,عشريه,التضعيف,كالخراج,عشران,الكافر,تغيير,اسهل,ذمي,45,41,23
351,اقر,كفل,المكفول,الكفيل,المفاوض,يلزم,شريكه,بنفس,العبد,ضامن,45,43,7
352,حلوا,بعمره,فاهللنا,خرجنا,تحلل,شان,القارن,طواف,احل,فافتل,45,42,19
353,عشري,ليله,سادس,تاسع,ضحي,الخميس,خامس,السبت,الثلاثا,الاربعا,45,45,1
354,الصفحه,رقم,تسعماه,الهنات,روي,الضعيفه,الحديث,بتلك,وهن,الطالقاني,45,38,7
355,سجدتين,جالس,فسبح,سجد,جلوس,فقام,يجلس,صلاته,فليسجد,فتم,45,37,31
356,الباع,عيب,المشتري,الثمن,خياره,الوكيل,ينفسخ,للمشتري,البيع,المده,45,45,17
357,منهال,فامسكوا,ممدوده,لجنته,يخيرهن,رضيت,لعذابه,اكلفك,وخلق,لرحمته,45,45,29
